detail_konut_tipi_raw,title_raw,duplex_type,is_duplex,is_roof_duplex,is_garden_duplex,is_middle_floor_duplex,is_standard_duplex,duplex_match_source,duplex_source_conflict,extraction_notes,classified_id
En Üst Kat,TURYAP'TAN YÜRÜYÜŞ YOLU DİBİNDE TERASLI 1+1 FIRSAT,none,0,0,0,0,0,none,0,,1317693342
Ara Kat,İzmit Merkez Arakat Satılık Daire,none,0,0,0,0,0,none,0,,1247982529
Ara Kat,ŞANLI GAYRİMENKUL'DEN İZMİT MERKEZ ÇINARLIDA 3+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1291647949
Ara Kat,İZMİT ÇARŞI YENİ TURAN'DA SATILIK 3+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1314345156
Ara Kat,KREDİYE UYGUN ORDUEVİNDE SATILIK 2+1 ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1311296963
Ara Kat,KOCAELİ FEDERALDEN İZMİT ORDUEVİNDE 2+1 SATILIK ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1231324302
Ara Kat,İZMİT MERKEZ 2+1 FIRSAT KONUMDA SATILIK DAİRE,none,0,0,0,0,0,none,0,,1299948306
,izmit pazar sokagında satılık 3+1 deniz manzaralı daire,none,0,0,0,0,0,none,0,,1316306809
,REMAX DREAMDEN ÇARŞIDA 3+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1316288697
Ara Kat,FIRSAT!!! KOCAELİ KOZLUK MAHALLESİNDE SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1292835963
,İZMİT MERKEZ YENİTURAN MEVKİ CADDE ÜSTÜ SATILIK DAİRE,none,0,0,0,0,0,none,0,,1240993656
En Üst Kat,İZMİT KOZLUK'TA SATILIK 2+1 HAZIR KİRACILI DAİRE,none,0,0,0,0,0,none,0,,1308309014
Ara Kat,Bayramdan sonra fiyat değişicektir 3+1 Satılık ara kat,none,0,0,0,0,0,none,0,,1274607970
Ara Kat,İZMİT KOZLUKDA KİRACILI HAZIR GELİRLİ YATIRIMLIK DAİRE,none,0,0,0,0,0,none,0,,1307955907
,YAHYAKAPTAN B BLOKLARDA SATILIK İÇİ YAPILI 3+1 DAİRE,none,0,0,0,0,0,none,0,,1313231789
,Yahyakaptan Saray Evleri Anemon Sitesinde Geniş 3+1 Bahçe Daire,none,0,0,0,0,0,none,0,,1278769208
Çatı Dubleksi,ENA GAYRİMENKULDEN YENİŞEHİR KAYMAKAMLIK YANI YAPILI GÜNEY CEPHE,roof,1,1,0,0,0,detail,0,,1231167911
,KOCAELİ İZMİT MEHMET ALİPAŞA MH 2+1 80m2 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1315830432
Ara Kat,TANYILDIZ-İZMİT/SEKA-E5 DENİZ MANZARALI SATILIK 2+1 BOŞ DAİRE,none,0,0,0,0,0,none,0,,1317100699
En Üst Kat,TURAN GÜNEŞ CADDESİNDE MERKEZİ KONUM FIRSAT DAİRE,none,0,0,0,0,0,none,0,,1308476775
Ara Kat,Sahibinden İzmit Merkez Konumda 3+1,none,0,0,0,0,0,none,0,,1116901984
Ara Kat,İzmit Kadıköy'de Merkezi Konumda 2+1 Daire,none,0,0,0,0,0,none,0,,1304987583
,İZMİT MERKEZ 3+1 SATILIK YENİLENMİŞ DAİRE,none,0,0,0,0,0,none,0,,1316934104
Ara Kat,İZMİT SERDAR MAH.'DE 3+1 DAİRE,none,0,0,0,0,0,none,0,,1309901598
,bozdemir'DEN YAHYAKAPTANDA A BLOKLARDA 2.5+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1310600609
Ara Kat,ACİL!!KAPTAN B3 BLOKTA SATILIK 3+1 BOŞ HAZIR ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1305052089
,bozdemir'DEN 8.BÖLGEDE C BLOKLARDA SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1316540084
,İZMİT YENİSEHİR'DE SATILIK 2+1 GENİŞ YUKSEK GİRİŞ KAT DAİREMİZ,none,0,0,0,0,0,none,0,,1316245525
,YAPICILAR EMLAKTAN ZABITANDA SATILIK 2+1 DAİRE,none,0,0,0,0,0,none,0,,1304339005
Ara Kat,ASRIN SARAYLARINDA DENİZ MANZARALI ARA KAT DAİRE.,none,0,0,0,0,0,none,0,,1315686343
,İSU KARŞISINDA OKULLAR BÖLGESİNDE SATILIK 2+1 DAİRE,none,0,0,0,0,0,none,0,,1292339964
,bozdemir'DEN YAHYAKAPTANDA B BLOKLARDA SATILIK 3+1 DAİRE,none,0,0,0,0,0,none,0,,1297961987
,"ANAYOLA YAKIN,GENİŞ 2+1 DAİRE",none,0,0,0,0,0,none,0,,1307903437
Ara Kat,EMLAK PROPERTY'den FIRSAT İZMİT KADIKÖY SATILIK 2+1,none,0,0,0,0,0,none,0,,1301333067
Ara Kat,DENİZ MANZARALI ARAKAT ASANSÖRLÜ 3+1 SÜPER DAİRE A5,none,0,0,0,0,0,none,0,,1313834637
,ARKUN GAYRİMENKUL'DEN MERKEZİ LOKAYONDA 2+1 KULLANIŞLI DAİRE,none,0,0,0,0,0,none,0,,1323434579
,TANTA EMLAK'TAN BAHÇECİK'TE SATILIK DENİZ MANZARALI 3+1 DAİRE,none,0,0,0,0,0,none,0,,1320037824
Ara Kat,BAŞİSKELE BARBAROS MH SİTE İÇERSİNDE 3+1 EBEVEYN B. ARAKAT DAİRE,none,0,0,0,0,0,none,0,,1306034029
Çatı Dubleksi,BARBAROS MAHALLESİ MERKEZİ KONUMDA İÇİ YAPILI 3+1 SATILIK DAİRE,roof,1,1,0,0,0,detail,0,,1314952711
,BAŞİSKELE YAKACIKTA CADDE ÜSTÜ 1+1,none,0,0,0,0,0,none,0,,1313633705
